Ref_ID,Ref_DOI_number,Cell_stack_sequence,Cell_area_measured,Perovskite_composition_a_ions,Perovskite_composition_b_ions,Perovskite_composition_c_ions,Perovskite_composition_short_form,Perovskite_band_gap,Perovskite_deposition_solvents,DMF/DMSO,JV_default_Voc,JV_default_Jsc,JV_default_FF,JV_default_PCE
39408,10.1016/j.orgel.2020.105734,SLG | FTO | TiO2-c | TiO2-mp | ZrO2-mp | Perovskite | Carbon,0.2,MA,Pb,I,MAPbI,1.56,DMF; DMSO,4,0.976,21.18,0.511,10.56
39411,10.1016/j.orgel.2020.105734,SLG | FTO | TiO2-c | TiO2-mp | ZrO2-mp | Perovskite | Carbon,0.2,MA,Pb,I,MAPbI,1.56,DMF; DMSO,4,0.982,21.68,0.546,11.62
20936,10.1016/j.solener.2019.04.020,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.07,MA,Pb,I,MAPbI,1.56,DMF; DMSO,4,1.015,20.48,0.72,15.08
37426,10.1016/j.tsf.2018.12.029,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Au,0.1,MA,Pb,I,MAPbI,1.56,DMF; DMSO,10,0.79,9.69,0.55,4.15
20735,10.1021/acsami.8b09758,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | P3HT; PCBM-60Al,0.1,MA,Pb,I,MAPbI,1.56,DMF; DMSO,9,0.91,12.41,0.813,9.15
20736,10.1021/acsami.8b09758,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | P3HT; PCBM-60Al,0.1,MA,Pb,I,MAPbI,1.56,DMF; DMSO,9,0.92,7.72,0.768,5.46
20734,10.1021/acsami.8b09758,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | P3HT; PCBM-60Al,0.1,MA,Pb,I,MAPbI,1.56,DMF; DMSO,9,0.92,19.18,0.815,14.33
20733,10.1021/acsami.8b09758,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | Al,0.1,MA,Pb,I,MAPbI,1.56,DMF; DMSO,9,0.95,22.54,0.812,17.36
20732,10.1021/acsami.8b09758,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | P3HT; PCBM-60Al,0.1,MA,Pb,I,MAPbI,1.56,DMF; DMSO,9,0.96,22.85,0.836,18.34
18272,10.1039/C6EE00030D,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.16,FA,Pb,I,FAPbI,1.56,DMF; DMSO,4,0.995,22.291,0.646,14.26
20853,10.1039/c7cc09838c,SLG | FTO | NiO-c | Perovskite | CdS-np | Au,0.1,MA,Pb,I,MAPbI,1.56,DMF; DMSO,9,0.982,18.13,0.637,11.34
20855,10.1039/c7cc09838c,SLG | FTO | NiO-c | Perovskite | CdS-np | Au,0.1,MA,Pb,I,MAPbI,1.56,DMF; DMSO,9,0.996,19.13,0.651,12.4
20854,10.1039/c7cc09838c,SLG | FTO | NiO-c | Perovskite | CdS-np | Au,0.1,MA,Pb,I,MAPbI,1.56,DMF; DMSO,9,0.998,18.74,0.645,12.06
20852,10.1039/c7cc09838c,SLG | FTO | NiO-c | Perovskite | CdS-np | Au,0.1,MA,Pb,I,MAPbI,1.56,DMF; DMSO,9,1.012,19.73,0.669,13.29
20856,10.1039/c7cc09838c,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Au,0.1,MA,Pb,I,MAPbI,1.56,DMF; DMSO,9,1.03,20.23,0.689,14.36
22573,10.1039/c7ta03541a,SLG | ITO | PEIE | PCBM-60 | Perovskite | P3HT | Au,0.12,MA,Pb,I,MAPbI,1.56,DMF; DMSO,9,0.859,14.97,0.457,5.87
22572,10.1039/c7ta03541a,SLG | ITO | PEIE | PCBM-60 | Perovskite | P3HT | Au,0.12,MA,Pb,I,MAPbI,1.56,DMF; DMSO,9,0.868,15.04,0.477,6.23
22579,10.1039/c7ta03541a,SLG | ITO | PEIE | PCBM-60 | Perovskite | P3HT | Au,0.12,MA,Pb,I,MAPbI,1.56,DMF; DMSO,9,0.926,16.92,0.449,7.03
22578,10.1039/c7ta03541a,SLG | ITO | PEIE | PCBM-60 | Perovskite | P3HT | Au,0.12,MA,Pb,I,MAPbI,1.56,DMF; DMSO,9,0.942,17.48,0.463,7.62
22575,10.1039/c7ta03541a,SLG | ITO | PEIE | PCBM-60 | Perovskite | P3HT | Au,0.12,MA,Pb,I,MAPbI,1.56,DMF; DMSO,9,0.968,18.89,0.554,10.13
22574,10.1039/c7ta03541a,SLG | ITO | PEIE | PCBM-60 | Perovskite | P3HT | Au,0.12,MA,Pb,I,MAPbI,1.56,DMF; DMSO,9,0.976,18.95,0.567,10.49
22577,10.1039/c7ta03541a,SLG | ITO | PEIE | PCBM-60 | Perovskite | P3HT | Au,0.12,MA,Pb,I,MAPbI,1.56,DMF; DMSO,9,1.047,21.64,0.676,15.32
22576,10.1039/c7ta03541a,SLG | ITO | PEIE | PCBM-60 | Perovskite | P3HT | Au,0.12,MA,Pb,I,MAPbI,1.56,DMF; DMSO,9,1.061,21.83,0.703,16.28
22582,10.1039/c7ta03541a,PEN | ITO | PEIE | PCBM-60 | Perovskite | P3HT | Au,1.4,MA,Pb,I,MAPbI,1.56,DMF; DMSO,9,0.992,19.21,0.574,10.94
22581,10.1039/c7ta03541a,PEN | ITO | PEIE | PCBM-60 | Perovskite | P3HT | Au,1.4,MA,Pb,I,MAPbI,1.56,DMF; DMSO,9,1.011,19.75,0.593,11.84
22580,10.1039/c7ta03541a,PEN | ITO | PEIE | PCBM-60 | Perovskite | P3HT | Au,1.4,MA,Pb,I,MAPbI,1.56,DMF; DMSO,9,1.031,18.69,0.598,11.53
20720,10.1039/c8ee01101j,SLG | ITO | TiO2-c | C60 | Perovskite | Spiro-MeOTAD | Au,0.08,MA,Pb,I,MAPbI,1.56,DMF; DMSO,9,1.049,19.65,0.74,15.29
20721,10.1039/c8ee01101j,SLG | ITO | TiO2-c | C60 | Perovskite | Spiro-MeOTAD | Au,0.08,MA,Pb,I,MAPbI,1.56,DMF; DMSO,9,1.049,19.65,0.74,15.29
20723,10.1039/c8ee01101j,SLG | ITO | TiO2-c | C60 | Perovskite | PS | Spiro-MeOTAD | Au,0.08,MA,Pb,I,MAPbI,1.56,DMF; DMSO,9,1.059,19.94,0.75,15.92
20717,10.1039/c8ee01101j,SLG | ITO | TiO2-c | C60 | Perovskite | PEO | Spiro-MeOTAD | Au,0.08,MA,Pb,I,MAPbI,1.56,DMF; DMSO,9,1.098,19.87,0.75,16.46
20718,10.1039/c8ee01101j,SLG | ITO | TiO2-c | C60 | Perovskite | PEO | Spiro-MeOTAD | Au,0.08,MA,Pb,I,MAPbI,1.56,DMF; DMSO,9,1.098,19.87,0.75,16.46
20635,10.1039/c9nr02777g,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | BCP | Ag,0.06,MA,Pb,I,MAPbI,1.56,DMF; DMSO,5.666666667,1.06,18.65,0.798,15.77
20634,10.1039/c9nr02777g,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | BCP | Ag,0.06,MA,Pb,I,MAPbI,1.56,DMF; DMSO,5.666666667,1.12,19.89,0.708,15.74
20633,10.1039/c9nr02777g,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | BCP | Ag,0.06,MA,Pb,I,MAPbI,1.56,DMF; DMSO,5.666666667,1.13,20.11,0.69,15.64
20632,10.1039/c9nr02777g,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | BCP | Ag,0.06,MA,Pb,I,MAPbI,1.56,DMF; DMSO,5.666666667,1.14,19.21,0.783,17.14
20970,10.1063/1.4953834,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.02,MA,Pb,I,MAPbI,1.56,DMF; DMSO,7.692307692,1.04,22.47,0.659,15.39
25092,10.1038/srep44603,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.125,MA,Pb,I,MAPbI,1.565,DMF; DMSO,9,1.016,22.92,0.67,15.6
22648,10.1002/aenm.201803573,SLG | ITO | SnO2-np | Perovskite | Spiro-MeOTAD | Au,0.09,MA,Pb,I,MAPbI,1.57,DMF; DMSO,5,1.09,22.56,0.746,18.35
22649,10.1002/aenm.201803573,SLG | ITO | SnO2-np | Perovskite | Spiro-MeOTAD | Au,0.09,MA,Pb,I,MAPbI,1.57,DMF; DMSO,5,1.09,22.56,0.746,18.35
22651,10.1002/aenm.201803573,SLG | ITO | SnO2-np | Perovskite | PTT | Spiro-MeOTAD | Au,0.09,MA,Pb,I,MAPbI,1.57,DMF; DMSO,5,1.1,22.52,0.756,18.74
22650,10.1002/aenm.201803573,SLG | ITO | SnO2-np | Perovskite | Py | Spiro-MeOTAD | Au,0.09,MA,Pb,I,MAPbI,1.57,DMF; DMSO,5,1.12,22.64,0.75,19.02
22652,10.1002/aenm.201803573,SLG | ITO | SnO2-np | Perovskite | 2-MP | Spiro-MeOTAD | Au,0.09,MA,Pb,I,MAPbI,1.57,DMF; DMSO,5,1.16,22.61,0.774,20.28
22653,10.1002/aenm.201803573,SLG | ITO | SnO2-np | Perovskite | 2-MP | Spiro-MeOTAD | Au,0.09,MA,Pb,I,MAPbI,1.57,DMF; DMSO,5,1.16,22.61,0.774,20.28
39897,10.1016/j.jallcom.2017.12.199,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.06,MA,Pb,I,MAPbI,1.57,DMF; DMSO,9,0.9,18.73,0.71,11.19
19210,10.1016/j.joule.2017.09.009,SLG | FTO | SnO2-c | Perovskite | Spiro-MeOTAD | Ag,0.0925,MA,Pb,I,MAPbI,1.57,DMF; DMSO,4,1.04,20.9,0.72,15.9
19209,10.1016/j.joule.2017.09.009,SLG | FTO | SnO2-c | Perovskite | Spiro-MeOTAD | Ag,0.0925,MA,Pb,I,MAPbI,1.57,DMF; DMSO,4,1.04,22.6,0.74,17
19212,10.1016/j.joule.2017.09.009,SLG | FTO | SnO2-c | Perovskite | Spiro-MeOTAD | Ag,0.0925,MA,Pb,I,MAPbI,1.57,DMF; DMSO,4,1.04,23.2,0.75,18
19213,10.1016/j.joule.2017.09.009,SLG | FTO | SnO2-c | Perovskite | Spiro-MeOTAD | Ag,0.0925,MA,Pb,I,MAPbI,1.57,DMF; DMSO,4,1.05,23.8,0.71,17.9
19211,10.1016/j.joule.2017.09.009,SLG | FTO | SnO2-c | Perovskite | Spiro-MeOTAD | Ag,0.0925,MA,Pb,I,MAPbI,1.57,DMF; DMSO,4,1.07,21.5,0.69,16.1
19215,10.1016/j.joule.2017.09.009,SLG | FTO | SnO2-c | Perovskite | Spiro-MeOTAD | Ag,0.0925,MA,Pb,I,MAPbI,1.57,DMF; DMSO,4,1.07,23.3,0.72,17.8
19216,10.1016/j.joule.2017.09.009,SLG | FTO | SnO2-c | Perovskite | Spiro-MeOTAD | Ag,0.0925,MA,Pb,I,MAPbI,1.57,DMF; DMSO,4,1.1,22,0.73,17.4
19214,10.1016/j.joule.2017.09.009,SLG | FTO | SnO2-c | Perovskite | Spiro-MeOTAD | Ag,0.0925,MA,Pb,I,MAPbI,1.57,DMF; DMSO,4,1.1,23.2,0.74,18.3
30258,10.1016/j.jphotochem.2019.112218,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Au,0.1,MA,Pb,I,MAPbI,1.57,DMF; DMSO,4,0.76,5.28,0.73,2.95
26455,10.1016/j.nanoen.2019.104246,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.1757,MA,Pb,I,MAPbI,1.57,DMF; DMSO,0.25,0.93,18.67,0.58,10.07
25945,10.1021/acs.langmuir.9b02524,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,1.175,MA,Pb,I,MAPbI,1.57,DMF; DMSO,4,0.77,15.4,0.55,6.53
35526,10.1021/jacs.5b04930,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Ag,0.125,MA,Pb,I,MAPbI,1.57,DMF; DMSO,7.692307692,1.07,23.44,0.729,18.3
35525,10.1021/jacs.5b04930,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Ag,0.125,MA,Pb,I,MAPbI,1.57,DMF; DMSO,7.692307692,1.086,23.83,0.762,19.71
7967,10.1039/c6ta03164a,SLG | ITO | PEIE | PCBM-60 | Perovskite | P3HT | Au,0.12,MA,Pb,I,MAPbI,1.57,DMF; DMSO,7.692307692,0.909,20.61,0.716,13.41
29099,10.1039/c8ta07836j,SLG | ITO | C60 | Perovskite | Carbon,0.07065,MA,Pb,I,MAPbI,1.57,DMF; DMSO,7.692307692,1.058,23.09,0.616,14.87
29100,10.1039/c8ta07836j,SLG | ITO | C60 | Perovskite | Carbon,0.07065,MA,Pb,I,MAPbI,1.57,DMF; DMSO,7.692307692,1.058,23.09,0.616,14.87
26114,10.1039/c9se00817a,SLG | ITO | PEDOT | Perovskite | PCBM-60 | BCP | Ag,0.1,MA,Pb,I,MAPbI,1.57,DMF; DMSO,4,1.03,23.09,0.562,13.38
40605,10.1039/c9ta05241k,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.094,MA,Pb,I,MAPbI,1.57,DMF; DMSO,9,0.952,18.29,0.53,10.2
22255,10.1088/1361-6528/aaa054,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.1,MA,Pb,I,MAPbI,1.57,DMF; DMSO,9,1.05,19.94,0.68,14.32
25830,10.1021/acsami.8b06619,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.1,MA,Pb,I,MAPbI,1.571,DMF; DMSO,4,1.05,21.56,0.645,14.5
3822,10.1016/j.solener.2019.08.033,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,0.12,MA,Pb,I,MAPbI,1.574,DMF; DMSO,4,0.89,15.8,0.635,8.99
13467,10.1007/s10853-019-03768-2,SLG | ITO | NiO-c | Perovskite | PCBM-60 | Ag,0.1,MA,Pb,I,MAPbI,1.576,DMF; DMSO,2.333333333,1.01,22.35,0.716,16.12
13468,10.1007/s10853-019-03768-2,SLG | ITO | NiO-c | Perovskite | PCBM-60 | Ag,0.1,MA,Pb,I,MAPbI,1.578,DMF; DMSO,2.333333333,1.02,22.37,0.735,16.83
3823,10.1016/j.solener.2019.08.033,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,0.12,MA,Pb,I,MAPbI,1.579,DMF; DMSO,4,0.8,15.5,0.596,7.39
20896,10.1002/adfm.201804856,SLG | FTO | SnO2-c | Perovskite | Spiro-MeOTAD | Au,0.1,MA,Pb,I,MAPbI,1.58,DMF; DMSO,4,1.01,21.85,0.682,15
20897,10.1002/adfm.201804856,SLG | FTO | SnO2-c | Perovskite | Spiro-MeOTAD | Au,0.1,MA,Pb,I,MAPbI,1.58,DMF; DMSO,4,1.05,21.15,0.661,14.7
19167,10.1002/adma.201603747,SLG | FTO | SnO2-c | C60 | Perovskite | Spiro-MeOTAD | Ag,0.092,MA,Pb,I,MAPbI,1.58,DMF; DMSO,9,0.86,17.7,0.55,6.5
19180,10.1002/adma.201603747,SLG | FTO | PolyTPD | Perovskite | C60 | BCP | Ag,0.092,MA,Pb,I,MAPbI,1.58,DMF; DMSO,9,0.96,16.2,0.62,3.7
39347,10.1007/s40843-020-1306-0,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Ag,0.12,MA,Pb,I,MAPbI,1.58,DMF; DMSO,9,1.05,22.54,0.684,16.19
39345,10.1007/s40843-020-1306-0,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Ag,0.12,MA,Pb,I,MAPbI,1.58,DMF; DMSO,9,1.1,22.95,0.72,18.18
37427,10.1016/j.tsf.2018.12.029,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Au,0.1,MA,Pb,I,MAPbI,1.58,DMF; DMSO,9,0.76,7.22,0.55,3
39193,10.1021/acsami.7b16312,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Ag,0.1,MA,Pb,I,MAPbI,1.58,DMF; DMSO,4,0.96,20.95,0.66,13.31
39195,10.1021/acsami.7b16312,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Ag,0.1,MA,Pb,I,MAPbI,1.58,DMF; DMSO,4,0.97,18.92,0.68,12.47
39196,10.1021/acsami.7b16312,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Ag,0.1,MA,Pb,I,MAPbI,1.58,DMF; DMSO,4,1.02,22.89,0.741,17.3
39194,10.1021/acsami.7b16312,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Ag,0.1,MA,Pb,I,MAPbI,1.58,DMF; DMSO,4,1.03,23.08,0.75,17.94
41205,10.1021/acsami.8b06020,SLG | FTO | PCBM-60 | Perovskite | Spiro-MeOTAD | Au,0.16,MA,Pb,I,MAPbI,1.58,DMF; DMSO,2,1.04,19.1,0.747,14.8
41204,10.1021/acsami.8b06020,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,0.16,MA,Pb,I,MAPbI,1.58,DMF; DMSO,2,1.05,19.2,0.714,14.3
41206,10.1021/acsami.8b06020,SLG | FTO | TiO2-c | PCBM-60 | Perovskite | Spiro-MeOTAD | Au,0.16,MA,Pb,I,MAPbI,1.58,DMF; DMSO,2,1.07,19.3,0.753,15.4
22234,10.1039/c9tc00816k,SLG | FTO | NiO-c | Perovskite | PCBM-60 | BCP | Ag,0.0706,MA,Pb,I,MAPbI,1.58,DMF; DMSO,4,0.848,5.84,0.69,3.34
22235,10.1039/c9tc00816k,SLG | FTO | NiO-c | Perovskite | PCBM-60 | BCP | Ag,0.0706,MA,Pb,I,MAPbI,1.58,DMF; DMSO,4,0.891,14.56,0.75,9.68
22236,10.1039/c9tc00816k,SLG | FTO | NiO-c | Perovskite | PCBM-60 | BCP | Ag,0.0706,MA,Pb,I,MAPbI,1.58,DMF; DMSO,4,0.949,17.04,0.78,12.53
7879,10.1080/01411594.2018.1527914,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Carbon; PEMA,0.25,FA,Pb,I,FAPbI,1.58,DMF; DMSO,4,0.8,0.8,0.2,0.1
20523,10.1088/2053-1591/ab221b,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.09,MA,Pb,I,MAPbI,1.58,DMF; DMSO,4,0.96,19.89,0.69,13.13
20526,10.1088/2053-1591/ab221b,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.09,MA,Pb,I,MAPbI,1.58,DMF; DMSO,4,0.98,19.24,0.698,13.16
20524,10.1088/2053-1591/ab221b,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.09,MA,Pb,I,MAPbI,1.58,DMF; DMSO,4,0.99,20,0.719,14.2
20525,10.1088/2053-1591/ab221b,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.09,MA,Pb,I,MAPbI,1.58,DMF; DMSO,4,1,20.78,0.785,16.3
13469,10.1007/s10853-019-03768-2,SLG | ITO | NiO-c | Perovskite | PCBM-60 | Ag,0.1,MA,Pb,I,MAPbI,1.582,DMF; DMSO,2.333333333,1.04,22.8,0.728,17.01
3824,10.1016/j.solener.2019.08.033,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,0.12,MA,Pb,I,MAPbI,1.584,DMF; DMSO,4,0.78,14.6,0.599,6.94
13473,10.1007/s10853-019-03768-2,SLG | ITO | NiO-c | Perovskite | PCBM-60 | Ag,0.1,MA,Pb,I,MAPbI,1.585,DMF; DMSO,2.333333333,0.98,20.5,0.712,14.34
39352,10.1021/acsami.0c06315,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,0.09,MA,Pb,I,MAPbI,1.585,DMF; DMSO,3,1.1,21.5,0.74,17.54
39351,10.1021/acsami.0c06315,SLG | FTO | TiO2-c | CsAc | Perovskite | Spiro-MeOTAD | Au,0.09,MA,Pb,I,MAPbI,1.585,DMF; DMSO,3,1.1,21.83,0.77,18.37
39350,10.1021/acsami.0c06315,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,0.09,MA,Pb,I,MAPbI,1.585,DMF; DMSO,3,1.11,21.9,0.76,18.6
39349,10.1021/acsami.0c06315,SLG | FTO | TiO2-c | CsAc | Perovskite | Spiro-MeOTAD | Au,0.09,MA,Pb,I,MAPbI,1.585,DMF; DMSO,3,1.11,22,0.78,19
13471,10.1007/s10853-019-03768-2,SLG | ITO | NiO-c | Perovskite | PCBM-60 | Ag,0.1,MA,Pb,I,MAPbI,1.586,DMF; DMSO,2.333333333,1.03,22.26,0.713,16.62
13472,10.1007/s10853-019-03768-2,SLG | ITO | NiO-c | Perovskite | PCBM-60 | Ag,0.1,MA,Pb,I,MAPbI,1.587,DMF; DMSO,2.333333333,1.03,22.63,0.692,16.07
3825,10.1016/j.solener.2019.08.033,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,0.12,MA,Pb,I,MAPbI,1.587,DMF; DMSO,4,0.75,14.45,0.612,6.64
22285,10.1002/adfm.201808119,SLG | FTO | NiO-c | Perovskite | PCBM-60 | BCP | Ag,0.09,MA,Pb,I,MAPbI,1.59,DMF; DMSO,4,1.078,20.98,0.74,13.82
22283,10.1002/adfm.201808119,SLG | FTO | NiO-c | Perovskite | PCBM-60 | BCP | Ag,0.09,MA,Pb,I,MAPbI,1.59,DMF; DMSO,4,1.081,21.32,0.77,13.82
22284,10.1002/adfm.201808119,SLG | FTO | NiO-c | Perovskite | PCBM-60 | BCP | Ag,0.09,MA,Pb,I,MAPbI,1.59,DMF; DMSO,4,1.081,21.32,0.77,13.82
40435,10.1002/adfm.201909737,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.16,MA,Pb,I,MAPbI,1.59,DMF; DMSO,4,1.05,22.8,0.764,17.5
40436,10.1002/adfm.201909737,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.16,MA,Pb,I,MAPbI,1.59,DMF; DMSO,4,1.05,22.8,0.764,17.5
40433,10.1002/adfm.201909737,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.16,MA,Pb,I,MAPbI,1.59,DMF; DMSO,4,1.1,22.6,0.753,18.3
40434,10.1002/adfm.201909737,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.16,MA,Pb,I,MAPbI,1.59,DMF; DMSO,4,1.1,22.6,0.753,18.3
40432,10.1002/adfm.201909737,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.16,MA,Pb,I,MAPbI,1.59,DMF; DMSO,4,1.12,22.1,0.719,17.5
19172,10.1002/adma.201603747,SLG | FTO | SnO2-c | C60 | Perovskite | Spiro-MeOTAD | Ag,0.092,MA,Pb,I,MAPbI,1.59,DMF; DMSO,9,1.08,23,0.72,15.3
13322,10.1002/advs.201802094,PET | ITO | SnO2-np | Perosvkite | Spiro-MeOTAD | Ag,0.052,MA,Pb,I,MAPbI,1.59,DMF; DMSO,8,1.05,20.7,0.689,14.9
13321,10.1002/advs.201802094,PET | ITO | SnO2-np | Perosvkite | Spiro-MeOTAD | Ag,0.052,MA,Pb,I,MAPbI,1.59,DMF; DMSO,8,1.05,21,0.723,16.1
26370,10.1002/advs.201901840,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.096,MA,Pb,I,MAPbI,1.59,DMF; DMSO,0.25,1.1,21.81,0.794,19.18
26371,10.1002/advs.201901840,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.096,MA,Pb,I,MAPbI,1.59,DMF; DMSO,0.25,1.14,21.6,0.769,18.91
13497,10.1002/aenm.201700722,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Zr(acac)4 | Ag,0.1,MA,Pb,I,MAPbI,1.59,DMF; DMSO,2.333333333,1.036,20.56,0.699,14.91
13496,10.1002/aenm.201700722,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Zr(acac)4 | Ag,0.1,MA,Pb,I,MAPbI,1.59,DMF; DMSO,2.333333333,1.061,20.68,0.731,15.85
13499,10.1002/aenm.201700722,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Zr(acac)4 | Ag,0.1,MA,Pb,I,MAPbI,1.59,DMF; DMSO,2.333333333,1.083,21.62,0.744,17.44
13498,10.1002/aenm.201700722,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Zr(acac)4 | Ag,0.1,MA,Pb,I,MAPbI,1.59,DMF; DMSO,2.333333333,1.12,21.77,0.793,19.18
13129,10.1002/chem.201801069,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.107,MA,Pb,I,MAPbI,1.59,DMF; DMSO,10,0.737,14.9,0.2,2.3
13128,10.1002/chem.201801069,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | FU7 | Au,0.107,MA,Pb,I,MAPbI,1.59,DMF; DMSO,10,0.802,13.1,0.67,7.2
13124,10.1002/chem.201801069,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | TAA14 | Au,0.107,MA,Pb,I,MAPbI,1.59,DMF; DMSO,10,0.866,14.3,0.48,6
13127,10.1002/chem.201801069,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | FU7 | Au,0.107,MA,Pb,I,MAPbI,1.59,DMF; DMSO,10,0.909,15.1,0.71,9.7
13123,10.1002/chem.201801069,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | TAA14 | Au,0.107,MA,Pb,I,MAPbI,1.59,DMF; DMSO,10,0.925,15.8,0.52,7.6
13126,10.1002/chem.201801069,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | FU7 | Au,0.107,MA,Pb,I,MAPbI,1.59,DMF; DMSO,10,0.948,20.6,0.64,12.5
13125,10.1002/chem.201801069,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | FU7 | Au,0.107,MA,Pb,I,MAPbI,1.59,DMF; DMSO,10,0.985,20.8,0.67,10.9
13122,10.1002/chem.201801069,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.107,MA,Pb,I,MAPbI,1.59,DMF; DMSO,10,1.04,20.8,0.75,16
13121,10.1002/chem.201801069,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.107,MA,Pb,I,MAPbI,1.59,DMF; DMSO,10,1.042,21.7,0.75,16.9
30549,10.1002/cnma.201900097,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | Bphen | Au,0.1,MA,Pb,I,MAPbI,1.59,DMF; DMSO,4,0.831,16.25,0.635,10.63
30551,10.1002/cnma.201900097,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | Bphen | Au,0.1,MA,Pb,I,MAPbI,1.59,DMF; DMSO,4,0.86,20.935,0.615,12.97
30552,10.1002/cnma.201900097,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | Bphen | Au,0.1,MA,Pb,I,MAPbI,1.59,DMF; DMSO,4,0.879,22.53,0.659,15.48
30550,10.1002/cnma.201900097,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | Bphen | Au,0.1,MA,Pb,I,MAPbI,1.59,DMF; DMSO,4,0.88,20.173,0.625,11.31
